id,label,cluster
DB08917,INJECTAFER,0
DB03937,ERYTHOSE-4-PHOSPHATE,256
DB01061,AZLOCILLIN,396
DB03279,DODECYL-ALPHA-D-MALTOSIDE,342
DB06654,XADAGO,383
DB07892,1-(2-HYDROXYETHYLOXYMETHYL)-6-PHENYL THIOTHYMINE,391
DB08344,4-CHLORO-N-(3-METHOXYPROPYL)-N-[(3S)-1-(2-PHENYLETHYL)PIPERIDIN-3-YL]BENZAMIDE,357
DB06725,LORNOXICAM,0
DB08800,CHLOROPYRAMINE,165
DB00851,DACARBAZINE,0
DB07132,1-{2-OXO-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-5-YL}UREA,444
DB03145,4-METHYL-5-HYDROXYETHYLTHIAZOLE PHOSPHATE,217
DB02963,"(5-CHLOROPYRAZOLO[1,5-A]PYRIMIDIN-7-YL)-(4-METHANESULFONYLPHENYL)AMINE",376
DB08238,5-AMINO-NAPHTALENE-2-MONOSULFONATE,507
DB01070,HYTAKEROL,482
DB02403,2-FLUOROANILINE,246
DB02242,CYCLOHEXANE PROPIONIC ACID,337
DB00762,ONIVYDE,0
DB13496,IPRINDOLE,0
DB00577,VALTREX,0
DB06680,ASOPRISNIL,496
DB04222,SPARSOMYCIN,0
DB07069,3-HYDROXYHIPPURIC ACID,357
DB02391,"2-AMINO-7-[2-(2-HYDROXY-1-HYDROXYMETHYL-ETHYLAMINO)-ETHYL]-1,7-DIHYDRO-PURIN-6-ONE",531
DB07229,"3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE",103
DB07236,3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,216
DB07731,"4-[(E)-(3,5-DIAMINO-1H-PYRAZOL-4-YL)DIAZENYL]PHENOL",55
DB07249,"N-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-6-METHOXY-7-(3-PIPERIDIN-1-YLPROPOXY)QUINAZOLIN-4-AMINE",536
DB01803,2-(TRIMETHYLAMMONIUM)ETHYL THIOL,402
DB00004,ONTAK,0
DB00263,PEDIAZOLE,187
DB00280,NORPACE,451
DB09232,CILNIDIPINE,0
DB07641,DECYL(DIMETHYL)PHOSPHINE OXIDE,630
DB08987,ETIDOCAINE,0
DB07873,"(1-HYDROXYDODECANE-1,1-DIYL)BIS(PHOSPHONIC ACID)",561
DB04551,"BETA-D-FRUCTOFURANOSE 1,6-BISPHOSPHATE",330
DB03847,GAMMA-CARBOXY-GLUTAMIC ACID,15
DB02196,URIDINE-DIPHOSPHATE-N-ACETYLGALACTOSAMINE,503
DB04170,4-BROMO-3-HYDROXY-3-METHYL BUTYL DIPHOSPHATE,585
DB07490,"2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL",198
DB05003,IMEXON,499
DB13352,DEANOL,0
DB00646,NYATA,308
DB12422,SULFORAPHANE,0
DB12637,ONAPRISTONE,496
DB03784,ELAIDOYLAMIDE,337
DB03753,FLURBIPROFEN METHYL ESTER,163
DB03622,"2-HYDROXY-5-[4-(2-HYDROXY-ETHYL)-PIPERIDIN-1-YL]-5-PHENYL-1H-PYRIMIDINE-4,6-DIONE",280
DB09317,CENESTIN,0
DB11400,DORAMECTIN,0
DB07396,"1-{2-[3-(2-CHLORO-4,5-DIFLUORO-BENZOYL)-UREIDO]-4-FLUORO-PHENYL}-PIPERIDINE-4-CARBOXYLIC ACID",357
DB00674,RAZADYNE,0
DB04360,BENZO[B]THIOPHENE-2-BORONIC ACID,252
DB01979,METHYL ALPHA-D-MANNOSIDE,261
DB01069,PHENADOZ,0
DB01821,"L-N(OMEGA)-NITROARGININE-2,4-L-DIAMINOBUTYRIC AMIDE",62
DB00029,ANISTREPLASE,0
DB09064,CIPROFIBRATE,233
DB07893,PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE,357
DB04982,TALAMPANEL,625
DB03101,RIBOSE-1-PHOSPHATE,332
DB07366,2-[N'-(4-AMINO-BUTYL)-HYDRAZINOCARBONYL]-PYRROLIDINE-1-CARBOXYLIC ACID BENZYL ESTER,15
DB04581,1-BENZYLIMIDAZOLE,217
DB07085,2-{[N-(2-ACETYL-5-CHLORO-4-FLUOROPHENYL)GLYCYL]AMINO}BENZOIC ACID,192
DB04631,ATPENIN A5,338
DB00162,MVC,121
DB02469,"4,6-DIDEOXY-4-AMINO-BETA-D-GLUCOPYRANOSIDE",240
DB12056,TREBANANIB,0
DB01728,"3-[AMINOETHYLPHOSPHORYL]-[1,2-DI-PALMITOYL]-SN-GLYCEROL",92
DB03297,BENZYLSULFINIC ACID,135
DB09320,BICILLIN CR,0
DB02480,(S)-4-BROMO-3-HYDROXY-3-METHYLBUTYL DIPHOSPHATE,585
DB03802,"1-[4-(OCTAHYDRO-PYRIDO[1,2-A]PYRAZIN-2-YL)-PHENYL]-2-PHENYL-1,2,3,4-TETRAHYDRO-ISOQUINOLIN-6-OL",420
DB12094,SEMAPIMOD,0
DB03888,N-ALLYL-6-{[3-(4-BROMOPHENYL)-1-METHYL-1H-INDAZOL-6-YL]OXY}-N-METHYL-1-HEXANAMINE,226
DB03200,7-ALPHA-D-RIBOFURANOSYL-PURINE-5'-PHOSPHATE,114
DB13398,OXYFEDRINE,0
DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",511
DB01588,PRAZEPAM,0
DB03925,FRESELESTAT,499
DB07263,"[{2-BROMO-4-[(2R)-3-OXO-2,3-DIPHENYLPROPYL]PHENYL}(DIFLUORO)METHYL]PHOSPHONIC ACID",36
DB01163,AMDINOCILLIN,0
DB01619,PHENINDAMINE,231
DB04080,RU78191,50
DB09307,OXAPROTILINE,0
DB07805,"3-CHLORO-2,2-DIMETHYL-N-[4-(TRIFLUOROMETHYL)PHENYL]PROPANAMIDE",195
DB09112,NITHIODOTE,0
DB08346,"(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE",296
DB02461,S-METHYL PHOSPHOCYSTEINE,302
DB00086,STREPTASE,0
DB03225,D-TRYPTOPHAN,478
DB00699,NICERGOLINE,459
DB07309,5-BROMO-2-{[(4-CHLOROPHENYL)SULFONYL]AMINO}BENZOIC ACID,230
DB08334,3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME,479
DB05714,FLOVAGATRAN,17
DB00572,N/A,630
DB00695,LASIX,187
DB02422,METHYL-2-S-(ALPHA-D-MANNOPYRANOSYL)-2-THIO-ALPHA-D-MANNOPYRANOSIDE,338
DB11623,CANDOXATRILAT,398
DB01876,BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANONE,100
DB00142,PROSOL,388
DB08182,"4-(4-PROPOXY-1H-PYRROLO[2,3-B]PYRIDIN-3-YL)PYRIMIDIN-2-AMINE",375
DB03134,2-AMINOPIMELIC ACID,243
DB13360,TOLCICLATE,0
DB03750,ISOVALERIC ACID,337
DB02306,PALMITOYL-LINOLEOYL PHOSPHATIDYLCHOLINE,92
DB04682,OCTYLPHENOXY POLYETHOXYETHANOL,0
DB12615,PLAZOMICIN,0
DB02239,LAEVULINIC ACID,493
DB07609,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",378
DB08352,"6-[4-(2-FLUOROPHENYL)-1,3-OXAZOL-5-YL]-N-(1-METHYLETHYL)-1,3-BENZOTHIAZOL-2-AMINE",69
DB08404,"S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE",340
DB01210,BETAGAN,0
DB11952,DUVELISIB,0
DB09042,SIVEXTRO,0
DB04553,2-OXOBUTANOIC ACID,493
DB04888,BIFEPRUNOX,0
DB08898,VORAXAZE,396
DB13275,CLORINDIONE,0
DB08338,"19-(CYCLOPROPYLAMINO)-4,6,7,15-TETRAHYDRO-5H-16,1-(AZENOMETHENO)-10,14-(METHENO)PYRAZOLO[4,3-O][1,3,9]TRIAZACYCLOHEXADECIN-8(9H)-ONE",3
DB08980,FENDILINE,0
DB07567,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",180
DB02813,"2-ACETAMIDO-2-DEOXY-D-GLUCONO-1,5-LACTONE",306
DB01406,DANAZOL,0
DB06442,AVASIMIBE,121
DB13230,GESTONORONE,0
DB00488,HEXALEN,370
DB05773,KADCYLA,396
DB04409,NAPHTHALENE TRISULFONATE,507
DB09131,COPPER,630
DB00213,TECTA,555
DB09174,LOFENTANIL,0
DB03478,2'-O-ACETYL ADENOSINE-5-DIPHOSPHORIBOSE,504
DB09016,BUTRIPTYLINE,630
DB03429,CARDIOLIPIN,92
DB13860,IMIDAZOLE SALICYLATE,0
DB03314,FLUOROTRYPTOPHANE,478
DB07660,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,17
DB03633,LPC-ETHER,92
DB04139,6-HYDROXYPROPYLTHYMINE,509
DB08672,4-[(3R)-3-{[2-(4-FLUOROPHENYL)-2-OXOETHYL]AMINO}BUTYL]BENZAMIDE,35
DB01857,PHOSPHOASPARTATE,428
DB07894,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,572
DB08585,"S-[2-({N-[(2S)-2-HYDROXY-3,3-DIMETHYL-4-(PHOSPHONOOXY)BUTANOYL]-BETA-ALANYL}AMINO)ETHYL] HEXANETHIOATE",340
DB09121,AUROTHIOGLUCOSE,240
DB09246,BENMOXIN,0
DB02745,URIDINE,573
DB03159,CRA_8696,8
DB01237,BROMODIPHENHYDRAMINE,160
DB09236,LACIDIPINE,538
DB09061,SATIVEX,121
DB12442,ALVESPIMYCIN,3
DB02714,3'-URIDINEMONOPHOSPHATE,485
DB11811,ARHALOFENATE,181
DB04897,LUCINACTANT,0
DB00427,HISTEX,165
DB13941,PIPERAQUINE,0
DB07136,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(R)-HYDROXY[(1R)-2-METHYL-1-{[(3-PHENYLPROPYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,282
DB07713,"(1S)-1-{[(4'-METHOXY-1,1'-BIPHENYL-4-YL)SULFONYL]AMINO}-2-METHYLPROPYLPHOSPHONIC ACID",179
DB03313,CEPHALOSPORIN C,306
DB06780,DESOXYCORTICOSTERONE ACETATE,483
DB06393,XALIPRODEN,490
DB02772,SUCROSE,261
DB09071,HETLIOZ,0
DB05974,TRANSCROCETINATE,0
DB02230,IMMUCILLIN-G,613
DB02600,5-N-ACETYL-3-(1-ETHYLPROPYL)-1-CYCLOHEXENE-1-CARBOXYLIC ACID,335
DB12112,ZURETINOL ACETATE,0
DB02711,"4-{2,6,8-TRIOXO-9-[(2S,3R,4R)-2,3,4,5-TETRAHYDROXYPENTYL]-1,2,3,6,8,9-HEXAHYDRO-7H-PURIN-7-YL}BUTYL DIHYDROGEN PHOSPHATE",522
DB03408,GAMMA-GLUTAMYLCYSTEINE,306
DB02496,1-DEOXY-D-XYLULOSE 5-PHOSPHATE,270
DB07456,"3-(1H-INDOL-3-YL)-4-(1-{2-[(2S)-1-METHYLPYRROLIDINYL]ETHYL}-1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE",470
DB12749,BUTYLPHTHALIDE,0
DB02329,CARBENOXOLONE,121
DB00802,ALFENTANIL,314
DB02268,4-(ACETYLAMINO)-3-AMINO BENZOIC ACID,192
DB04576,FLEROXACIN,0
DB00119,REJUVESOL,493
DB08185,2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,494
DB02292,IROSUSTAT,137
DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",174
DB00056,MYLOTARG,318
DB13206,BAMETHAN,0
DB08642,"(2R,6S)-6-{[METHYL(3,4,5-TRIMETHOXYPHENYL)AMINO]METHYL}-1,2,5,6,7,8-HEXAHYDROQUINAZOLINE-2,4-DIAMINE",535
DB01808,THIARSAHYDROXY-CYSTEINE,302
DB02347,2-AMINO-3-(5-TERT-BUTYL-3-(PHOSPHONOMETHOXY)-4-ISOXAZOLYL)PROPIONIC ACID,244
DB02449,3-(1H-INDOL-3-YL)-2-[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-PROPIONIC ACID,191
DB00319,ZOSYN,0
DB00272,BETAZOLE,407
DB01694,D-TARTARIC ACID,338
DB04770,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",530
DB00230,LYRICA,335
DB11126,CALCIUM LIQUID,0
DB00423,AXUM,560
DB00759,PYLERA,630
DB07302,"(9S,10E,12Z)-9-HYDROXYOCTADECA-10,12-DIENOIC ACID",269
DB07673,DEAMINO-METHYL-PHENYLALANINE,9
DB04777,(R)-4-NITROSTYRENE OXIDE,206
DB11235,NASOPEN PE,0
DB09278,EZ CHAR,0
DB00371,282 MEP TAB,0
DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",284
DB04747,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,337
DB00246,GEODON,0
DB01923,L-XYLULOSE 5-PHOSPHATE,270
DB01037,EMSAM,0
DB06082,PX-478,372
DB02589,SE-ETHYL-ISOSELENOUREA,61
DB00865,DIDREX,0
DB08054,"1-(1-METHYLETHYL)-3-QUINOLIN-6-YL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",45
DB08571,4-(ACETYLAMINO)-5-AMINO-3-HYDROXYBENZOIC ACID,192
DB02709,CO-VERATROL,13
DB08488,"4-{[(E)-2-(5-CHLOROTHIEN-2-YL)VINYL]SULFONYL}-1-(1H-PYRROLO[3,2-C]PYRIDIN-2-YLMETHYL)PIPERAZIN-2-ONE",277
DB00773,EPOSIN,0
DB13219,MEDIFOXAMINE,0
DB07981,2-[1-(4-CHLOROBENZOYL)-5-METHOXY-2-METHYL-1H-INDOL-3-YL]-N-[(1R)-1-(HYDROXYMETHYL)PROPYL]ACETAMIDE,422
DB00567,DAXBIA,0
DB13532,CYCLOPENTHIAZIDE,0
DB02159,(R)-PROPYLENE GLYCOL,352
DB08448,"(4AS)-5-[(2,4-DIAMINOPTERIDIN-6-YL)METHYL]-4A,5-DIHYDRO-2H-DIBENZO[B,F]AZEPIN-8-OL",553
DB07919,7-METHOXY-1-METHYL-9H-BETA-CARBOLINE,630
DB07626,"4-(2-AMINOETHOXY)-N-(3-CHLORO-2-ETHOXY-5-PIPERIDIN-1-YLPHENYL)-3,5-DIMETHYLBENZAMIDE",177
DB13511,CLEBOPRIDE,0
DB02621,LATRUNCULIN A,621
DB09204,AROTINOLOL,0
DB06367,RELACATIB,371
DB01733,L-PHOSPHOLACTATE,513
DB06263,AMRUBICIN,630
DB07651,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,22
DB13456,MIDECAMYCIN,0
DB07343,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",99
DB08670,"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-ISOPROPYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE",578
DB13001,TINORIDINE,0
DB07744,Z-VAL-ALA-ASP FLUOROMETHYL KETONE,587
DB07100,"4-CHLORO-6-(4-PIPERAZIN-1-YL-1H-PYRAZOL-5-YL)BENZENE-1,3-DIOL",80
DB05294,CAPRELSA,536
DB09075,LIXIANA,335
DB02535,AMINODI(ETHYLOXY)ETHYLAMINOCARBONYLBENZENESULFONAMIDE,125
DB08253,NAM NAPTHYLAMINOALANINE,383
DB09078,LENVIMA,0
DB13535,NEBACUMAB,0
DB00471,SINGULAIR,0
DB01263,NOXAFIL,543
DB08663,4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,529
DB01030,HYCAMTIN,0
DB09296,TECHNIVIE,355
DB02706,MERCAPTOCARBOXYLATE INHIBITOR,611
DB02906,"(2S,4S)-ALPHA-CAMPHOLINIC ACID",121
DB01950,"N-(4-METHOXYBENZYL)-N'-(5-NITRO-1,3-THIAZOL-2-YL)UREA",217
DB01050,IBU,0
DB05690,AZ-002,0
DB07364,"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE",582
DB00642,ALIMTA,0
DB00394,QVAR,484
DB02382,NAMN,117
DB01426,AJMALINE,630
DB00782,PROPANTHELINE,532
DB07062,"N-{3-[4-HYDROXY-1-(3-METHYLBUTYL)-2-OXO-1,2-DIHYDROPYRROLO[1,2-B]PYRIDAZIN-3-YL]-1,1-DIOXIDO-2H-1,2,4-BENZOTHIADIAZIN-7-YL}METHANESULFONAMIDE",369
DB01365,MEPHENTERMINE,0
DB05255,RONACALERET,9
DB00687,FLORINEF,0
DB00354,BUCLIZINE,0
DB04597,"[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]",630
DB00170,MENADIONE,507
DB01611,PLAQUENIL,0
DB00760,MERREM,119
DB01752,S-ADENOSYL-L-HOMOCYSTEINE,628
DB02851,THIOCAMPHOR,120
DB01012,SENSIPAR,490
DB08145,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",454
DB03061,(R)-N-(1-METHYL-HEXYL)-FORMAMIDE,416
DB00818,DIPRIVAN,0
DB02107,LEUCINE - REDUCED CARBONYL,405
DB02054,GABACULINE,297
DB08273,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION,479
DB06872,"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE",568
DB11461,SULFACHLORPYRIDAZINE,0
DB04261,CARBAMIC ACID,623
DB04653,CBZ-LEU-LEU-TYR-CH2F,355
DB00324,FML,484
DB07280,5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE,408
DB13323,TRICHLOROETHYLENE,0
DB02431,CYTIDINE-5'-TRIPHOSPHATE,270
DB01028,METHOXYFLURANE,0
DB06199,ATRASENTAN,566
DB00668,ANAPEN,479
DB00827,CINOXACIN,0
DB06888,"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE",362
DB03416,THIAMINE(1+) MONOPHOSPHATE,509
DB03959,"N,O6-DISULFO-GLUCOSAMINE",240
DB00092,AMEVIVE,396
DB07040,"2-AMINO-7-FLUORO-5-OXO-5H-CHROMENO[2,3-B]PYRIDINE-3-CARBOXAMIDE",532
DB00933,MESORIDAZINE,0
DB04267,DIPICOLINIC ACID,451
DB05545,AMG 108,0
DB04827,ETHYL CARBAMATE,0
DB09095,NERISONE CREAM,0
DB06266,LONIDAMINE,583
DB02302,"N3, N4-DIMETHYLARGININE",438
DB12340,NAVITOCLAX,543
DB08873,VICTRELIS,587
DB02359,"9-BUTYL-8-(2,5-DIMETHOXY-BENZYL)-9H-PURIN-6-YLAMINE",83
DB04907,EG009,0
DB04617,"(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM",432
DB08877,JAKAFI,0
DB08660,"1,2,5,8-TETRAHYDROXYANTHRACENE-9,10-DIONE",590
DB05458,POZANICLINE,338
DB00793,HALOPROGIN,0
DB01909,ALPHA-CYCLODEXTRIN (CYCLOHEXA-AMYLOSE),353
DB00385,VALSTAR,0
DB01881,"2-METHYLPENTANE-1,2,4-TRIOL",338
DB08440,"N-1,10-PHENANTHROLIN-5-YLACETAMIDE",630
DB00125,PROSOL,60
DB07511,"4-(4-METHYL-1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)BENZONITRILE",570
DB08369,1-(BIPHENYL-4-YLMETHYL)-1H-IMIDAZOLE,182
DB06923,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,103
DB02047,"2-(1,1'-BIPHENYL-4-YL)PROPANOIC ACID",163
DB12736,ETANIDAZOLE,0
DB00993,AZASAN,568
DB01086,ANIVY,339
DB06836,"N-(5-{4-CHLORO-3-[(2-HYDROXYETHYL)SULFAMOYL]PHENYL}-4-METHYL-1,3-THIAZOL-2-YL)ACETAMIDE",167
DB01218,HALOFANTRINE,0
DB00853,TEMODAL,506
DB03347,TRIETHYL PHOSPHATE,512
DB05656,VELTUZUMAB,0
DB07357,"4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL",309
DB00312,PENTOBARBITAL,0
DB09242,MOXONIDINE,0
DB05942,GI-5005,0
DB08890,LINZESS,1
DB03904,UREA,623
DB08897,ACLIDINIUM,0
DB04393,SONECLOSAN,257
DB02381,NOR-NOHA,243
DB02371,"2-(2-HYDROXY-1,1-DIHYDROXYMETHYL-ETHYLAMINO)-ETHANESULFONIC ACID",5
DB01814,2-TRIDECANOYLOXY-PENTADECANOIC ACID,323
DB02438,3-O-METHYLFRUCTOSE IN LINEAR FORM,337
DB08023,"N-CYCLOHEXYL-4-IMIDAZO[1,2-A]PYRIDIN-3-YL-N-METHYLPYRIMIDIN-2-AMINE",542
DB08879,BENLYSTA,396
DB12610,EBSELEN,135
DB08178,"4-(4-METHOXY-1H-PYRROLO[2,3-B]PYRIDIN-3-YL)PYRIMIDIN-2-AMINE",375
DB02077,L-N(OMEGA)-NITROARGININE-(4R)-AMINO-L-PROLINE AMIDE,62
DB02136,CEPHALOSPORIN ANALOG,284
DB04469,"1-(4-METHOXYPHENYL)-3,5-DIMETHYL-1H-PYRAZOLE-4-CARBOXYLIC ACID ETHYL ESTER",227
DB09409,PLASMA-LYTE 56 AND DEXTROSE,438
DB01890,"N,N-BIS(3-(D-GLUCONAMIDO)PROPYL)DEOXYCHOLAMIDE",496
DB03793,AMMONUL,222
DB03180,"4,5-DIMETHYL-1,2-PHENYLENEDIAMINE",116
DB03049,S-SELANYL CYSTEINE,302
DB00063,INTEGRILIN,0
DB11636,NOMEGESTROL,0
DB01656,DAXAS,0
DB09308,SOLITHROMYCIN,0
DB08731,"2-[(1R)-2-CARBOXY-1-(NAPHTHALEN-1-YLMETHYL)ETHYL]-1,3-DIOXO-2,3-DIHYDRO-1H-ISOINDOLE-5-CARBOXYLIC ACID",242
DB03095,TETRAMETHYLAMMONIUM ION,402
DB00015,RETAVASE,346
DB00812,PHENYLBUTAZONE,0
DB01887,INHIBITOR BEA369,98
DB08896,STIVARGA,0
DB05695,NPS-2143,490
DB02559,"6-(OCTAHYDRO-1H-INDOL-1-YLMETHYL)DECAHYDROQUINAZOLINE-2,4-DIAMINE",535
DB13661,NIRIDAZOLE,0
DB01183,EVZIO,630
DB02236,GLYCINAMIDE RIBONUCLEOTIDE,630
DB07182,(2S)-2-(3-{[AMINO(IMINO)METHYL]AMINO}PHENYL)-3-[(S)-HYDROXY(3-PHENYLPROPYL)PHOSPHORYL]PROPANOIC ACID,135
DB00595,OXYTETRACYCLINE,0
DB02022,4-AMINO-5-HYDROXYMETHYL-2-METHYLPYRIMIDINE,509
DB08584,"6-{[6-(1-METHYL-1H-PYRAZOL-4-YL)[1,2,4]TRIAZOLO[4,3-B]PYRIDAZIN-3-YL]SULFANYL}QUINOLINE",568
DB07666,"(3R,4S)-1-{6-[3-(METHYLSULFONYL)PHENYL]PYRIMIDIN-4-YL}-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE",43
DB01576,MYDAYIS,248
DB04299,MALEIC ACID,398
DB02889,"4-O-(4,6-DIDEOXY-4-{[4,5,6-TRIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}-BETA-D-LYXO-HEXOPYRANOSYL)-ALPHA-D-ERYTHRO-HEXOPYRANOSE",338
DB03944,"5-[1-(3,4-DIMETHOXY-BENZOYL)-1,2,3,4-TETRAHYDRO-QUINOLIN-6-YL]-6-METHYL-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-ONE",459
DB00252,DILANTIN,622
DB00975,AGGRENOX,408
DB00072,HERCEPTIN,379
DB04858,TIRAPAZAMINE,539
DB06512,DERAMCICLANE,0
DB03623,"9-(4-HYDROXYPHENYL)-2,7-PHENANTHROLINE",429
DB06766,LASTACAFT,0
DB02691,GLYCOCHOLIC ACID,496
DB01665,ZK-800270,100
DB07798,"(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",615
DB04294,5-PHOSPHORIBOSYL-1-(BETA-METHYLENE) PYROPHOSPHATE,270
DB01221,KETALAR,313
DB07889,"(2S)-1-(DIMETHYLAMINO)-3-(4-{[4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)-2-PYRIMIDINYL]AMINO}PHENOXY)-2-PROPANOL",375
DB08401,(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID,403
DB03693,N-(2-AMINOETHYL)-5-CHLOROISOQUINOLINE-8-SULFONAMIDE,521
DB07556,N-HYDROXY-2(R)-[[(4-METHOXYPHENYL)SULFONYL](3-PICOLYL)AMINO]-3-METHYLBUTANAMIDE HYDROCHLORIDE,410
DB12548,SPARSENTAN,182
DB01409,SPIRIVA,549
DB09034,BELSOMRA,0
DB07593,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,128
DB04214,4-NITROPHENYL PHOSPHATE,512
DB08110,"(1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID",280
DB08089,LGD-2226,404
DB08057,"N-(2-CHLORO-6-METHYLPHENYL)-8-[(3S)-3-METHYLPIPERAZIN-1-YL]IMIDAZO[1,5-A]QUINOXALIN-4-AMINE",551
DB04481,MESO-ERYTHRITOL,338
DB08364,1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,451
DB04919,ALFIMEPRASE,396
DB02954,(CARBOXYHYDROXYAMINO)ETHANOIC ACID,438
DB01981,"3,6-ANHYDRO-D-GALACTOSE-2-SULFATE",338
DB03558,SP-876,587
DB06662,ABETIMUS,0
DB06853,N-CYCLOHEPTYLGLYCYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE,96
DB13544,ETHENZAMIDE,0
DB06478,PORFIROMYCIN,0
DB11633,ISAVUCONAZOLE,0
DB06803,NICLOSAMIDE,176
DB09021,BENZOCTAMINE,0
DB00168,ASPARTAME,396
